age,salary,purchases,churn,customer_value
57,105324,15,0,1579860
20,81379,12,0,976548
22,97867,11,0,1076537
32,63739,1,0,63739
28,45205,11,0,497255
35,25024,14,0,350336
31,39901,9,0,359109
51,33963,0,1,0
56,81151,13,0,1054963
57,93810,13,0,1219530
25,71294,8,0,570352
44,69430,10,0,694300
45,33257,0,1,0
52,98840,7,0,691880
38,107200,17,0,1822400
43,39688,9,0,357192
47,30970,17,0,526490
46,20871,15,0,313065
50,57406,9,0,516654
24,30283,2,1,60566
36,76829,6,0,460974
49,77606,11,0,853666
59,65274,5,0,326370
58,69632,6,0,417792
19,41557,12,0,498684
22,81837,17,0,1391229
58,89867,11,0,988537
47,77368,7,0,541576
47,87154,15,0,1307310
28,105640,3,0,316920
33,117557,11,0,1293127
23,34067,1,1,34067
53,45473,18,0,818514
45,31732,18,0,571176
32,73586,9,0,662274
21,35647,12,0,427764
58,42389,7,0,296723
21,54251,5,0,271255
48,78504,16,0,1256064
41,51424,9,0,462816
50,66964,16,0,1071424
43,59850,12,0,718200
29,119337,10,0,1193370
45,44054,5,0,220270
33,82082,4,0,328328
30,84568,1,0,84568
31,46508,9,0,418572
26,79488,3,0,238464
37,34365,16,0,549840
40,41326,1,1,41326
52,75540,14,0,1057560
58,57782,8,0,462256
35,44975,11,0,494725
58,93056,9,0,837504
48,53389,2,0,106778
25,102741,12,0,1232892
35,24410,19,0,463790
26,54442,9,0,489978
19,61217,11,0,673387
30,114670,14,0,1605380
48,33285,5,0,166425
50,64472,8,0,515776
19,82605,10,0,826050
42,99366,0,0,0
36,59953,18,0,1079154
49,114910,11,0,1264010
31,113995,3,0,341985
51,110182,11,0,1212002
37,113577,8,0,908616
42,96231,7,0,673617
43,85461,13,0,1110993
24,117230,3,0,351690
46,76443,0,0,0
32,93425,14,0,1307950
19,46772,5,0,233860
56,39665,17,0,674305
59,68510,2,0,137020
58,36258,16,0,580128
58,94487,9,0,850383
40,100394,3,0,301182
57,70177,10,0,701770
53,99515,11,0,1094665
59,43866,16,0,701856
58,67659,4,0,270636
47,68030,17,0,1156510
23,52193,13,0,678509
20,66557,13,0,865241
22,94426,11,0,1038686
25,61250,7,0,428750
23,61994,6,0,371964
20,117250,14,0,1641500
50,41414,14,0,579796
41,73277,9,0,659493
22,77506,14,0,1085084
36,32978,5,0,164890
44,102388,17,0,1740596
54,27179,13,0,353327
56,104510,12,0,1254120
59,114349,0,0,0
48,114753,4,0,459012
21,98935,13,0,1286155
54,64370,17,0,1094290
21,92195,1,0,92195
58,118768,17,0,2019056
38,65958,11,0,725538
37,114824,10,0,1148240
52,24771,2,1,49542
47,54683,15,0,820245
44,94876,5,0,474380
42,76735,9,0,690615
34,96840,11,0,1065240
25,100244,16,0,1603904
42,32357,4,1,129428
20,111505,5,0,557525
50,47447,10,0,474470
39,65568,8,0,524544
30,101118,16,0,1617888
41,59606,12,0,715272
36,108222,3,0,324666
26,81119,9,0,730071
20,115609,8,0,924872
37,31524,8,0,252192
27,30960,11,0,340560
54,25389,5,0,126945
25,76330,16,0,1221280
19,33245,15,0,498675
27,42524,17,0,722908
41,25771,5,0,128855
48,85578,2,0,171156
21,89212,7,0,624484
29,101556,7,0,710892
32,112544,11,0,1237984
26,54775,13,0,712075
39,68074,8,0,544592
57,119607,14,0,1674498
24,32973,3,1,98919
34,94732,3,0,284196
18,53135,1,0,53135
53,89577,2,0,179154
26,45306,1,1,45306
44,80280,3,0,240840
55,118447,9,0,1066023
56,68559,14,0,959826
50,117812,1,0,117812
30,104186,17,0,1771162
23,82849,19,0,1574131
54,104969,5,0,524845
19,116044,11,0,1276484
19,25448,2,1,50896
44,20586,19,0,391134
36,74498,10,0,744980
42,111067,10,0,1110670
44,94407,12,0,1132884
28,37396,14,0,523544
26,43066,17,0,732122
40,77774,8,0,622192
34,114478,19,0,2175082
42,76718,13,0,997334
34,112889,1,0,112889
35,35795,11,0,393745
28,30386,8,0,243088
46,72483,5,0,362415
39,75592,18,0,1360656
24,33573,4,1,134292
32,26080,3,1,78240
36,114515,10,0,1145150
44,33139,4,1,132556
51,91376,14,0,1279264
41,81423,1,0,81423
34,22927,13,0,298051
29,37182,10,0,371820
23,35919,6,0,215514
21,117514,10,0,1175140
29,51431,8,0,411448
48,89421,12,0,1073052
59,117537,9,0,1057833
34,110818,5,0,554090
22,91703,4,0,366812
44,110380,11,0,1214180
44,56203,13,0,730639
23,86066,13,0,1118858
30,83369,9,0,750321
34,105901,2,0,211802
54,84792,16,0,1356672
35,60171,15,0,902565
22,115153,17,0,1957601
35,113786,16,0,1820576
35,91438,5,0,457190
56,116311,2,0,232622
46,104247,2,0,208494
43,45621,12,0,547452
23,45995,17,0,781915
46,57701,4,0,230804
57,42091,4,1,168364
31,35480,3,1,106440
47,39088,3,1,117264
24,31743,17,0,539631
51,29261,8,0,234088
53,39810,7,0,278670
27,102219,11,0,1124409
45,115121,3,0,345363
47,78281,4,0,313124
49,64533,14,0,903462
35,87036,12,0,1044432
18,50898,0,0,0
20,40194,13,0,522522
45,53417,1,0,53417
37,50684,18,0,912312
57,83523,0,0,0
33,62991,2,0,125982
29,55524,1,0,55524
33,60151,4,0,240604
18,102261,18,0,1840698
51,55355,7,0,387485
48,61523,2,0,123046
31,88127,9,0,793143
37,59127,16,0,946032
44,116792,4,0,467168
37,119377,8,0,955016
19,105634,13,0,1373242
56,80890,7,0,566230
56,103949,17,0,1767133
24,58284,7,0,407988
31,69733,6,0,418398
19,46692,0,1,0
32,53654,11,0,590194
34,72353,7,0,506471
40,83855,14,0,1173970
39,118334,17,0,2011678
50,57337,6,0,344022
39,44703,0,1,0
18,103857,17,0,1765569
27,113993,3,0,341979
53,40479,9,0,364311
21,78423,4,0,313692
46,31087,1,1,31087
38,52064,13,0,676832
57,111859,11,0,1230449
42,88992,18,0,1601856
19,94621,4,0,378484
41,75940,4,0,303760
20,45456,10,0,454560
33,22523,3,1,67569
43,25888,5,0,129440
35,26023,13,0,338299
23,27846,14,0,389844
40,117514,15,0,1762710
46,91636,3,0,274908
18,57420,7,0,401940
52,64837,7,0,453859
35,53525,11,0,588775
32,51157,14,0,716198
52,41321,4,1,165284
38,107077,8,0,856616
18,58006,18,0,1044108
53,79943,13,0,1039259
46,92881,1,0,92881
29,64258,18,0,1156644
22,76602,19,0,1455438
18,109811,2,0,219622
47,29022,1,1,29022
31,106967,12,0,1283604
22,65630,8,0,525040
22,108805,16,0,1740880
30,60573,6,0,363438
52,83185,8,0,665480
42,54841,16,0,877456
56,40658,16,0,650528
34,51127,14,0,715778
31,66952,18,0,1205136
58,73490,6,0,440940
43,26443,2,1,52886
53,74859,8,0,598872
19,98435,11,0,1082785
18,90982,0,0,0
40,32527,4,1,130108
40,63500,9,0,571500
32,30045,3,1,90135
38,65573,3,0,196719
56,55276,18,0,994968
54,36887,9,0,331983
25,98703,4,0,394812
27,45726,2,1,91452
42,51235,4,0,204940
55,69848,3,0,209544
28,48760,10,0,487600
50,105033,4,0,420132
41,22840,7,0,159880
56,110618,5,0,553090
33,69587,10,0,695870
19,95591,13,0,1242683
38,62880,18,0,1131840
58,52293,1,0,52293
54,79614,0,0,0
19,32940,8,0,263520
40,68120,12,0,817440
19,55259,19,0,1049921
39,58126,10,0,581260
46,72764,0,0,0
47,64226,11,0,706486
49,29513,4,1,118052
44,45210,16,0,723360
45,54765,4,0,219060
59,48893,4,1,195572
36,36068,9,0,324612
25,69139,17,0,1175363
57,61202,1,0,61202
23,31226,1,1,31226
41,28093,7,0,196651
20,112838,9,0,1015542
49,96089,10,0,960890
36,56799,4,0,227196
53,51994,6,0,311964
33,86183,16,0,1378928
56,28045,6,0,168270
22,36852,14,0,515928
40,92367,18,0,1662606
18,111774,2,0,223548
44,87896,12,0,1054752
27,30728,17,0,522376
38,87657,9,0,788913
35,101541,18,0,1827738
18,119424,16,0,1910784
36,99422,19,0,1889018
56,76175,11,0,837925
37,32573,14,0,456022
50,47907,8,0,383256
36,55645,13,0,723385
31,24706,7,0,172942
28,65924,7,0,461468
25,26736,16,0,427776
46,101271,19,0,1924149
33,110597,8,0,884776
55,117677,7,0,823739
29,48932,14,0,685048
50,74255,7,0,519785
26,22001,6,0,132006
27,60497,11,0,665467
21,51354,2,0,102708
42,20252,13,0,263276
50,33671,19,0,639749
58,60051,13,0,780663
49,81390,13,0,1058070
52,48197,4,1,192788
46,51319,2,0,102638
53,41561,5,0,207805
24,82104,12,0,985248
51,28095,12,0,337140
53,70448,11,0,774928
42,73183,1,0,73183
54,79325,4,0,317300
30,46349,6,0,278094
36,116798,6,0,700788
48,45243,17,0,769131
44,23651,8,0,189208
37,24396,15,0,365940
21,60827,19,0,1155713
49,100960,9,0,908640
40,34159,0,1,0
41,85389,5,0,426945
27,87738,8,0,701904
27,109765,10,0,1097650
55,55294,17,0,939998
45,97074,0,0,0
27,66035,19,0,1254665
45,66099,12,0,793188
35,30201,12,0,362412
47,70700,6,0,424200
26,51054,4,0,204216
45,70442,15,0,1056630
49,60438,11,0,664818
21,77292,7,0,541044
29,46387,16,0,742192
28,24275,9,0,218475
54,96550,11,0,1062050
50,40644,19,0,772236
44,76844,10,0,768440
53,38931,18,0,700758
27,38118,6,0,228708
46,59586,8,0,476688
42,59286,3,0,177858
45,86945,16,0,1391120
37,101673,17,0,1728441
32,83436,0,0,0
39,115942,18,0,2086956
57,79697,0,0,0
34,24002,8,0,192016
57,46103,9,0,414927
19,65386,9,0,588474
40,91907,9,0,827163
19,75995,5,0,379975
24,101780,9,0,916020
23,106743,4,0,426972
30,78437,10,0,784370
27,115330,0,0,0
37,118841,7,0,831887
46,113013,7,0,791091
32,88068,1,0,88068
42,46072,11,0,506792
52,62885,4,0,251540
29,68501,4,0,274004
24,78225,18,0,1408050
21,55501,3,0,166503
31,68175,7,0,477225
55,88496,17,0,1504432
21,36530,16,0,584480
48,115909,7,0,811363
23,53689,0,0,0
46,29684,1,1,29684
33,88079,3,0,264237
38,116565,11,0,1282215
39,113891,13,0,1480583
55,113844,10,0,1138440
25,45964,9,0,413676
37,46763,1,1,46763
18,98390,5,0,491950
51,58720,15,0,880800
39,107311,12,0,1287732
47,45335,7,0,317345
37,87552,19,0,1663488
46,35205,7,0,246435
43,117209,14,0,1640926
31,58278,6,0,349668
54,37696,2,1,75392
55,64975,6,0,389850
33,110625,2,0,221250
48,118118,9,0,1063062
36,49417,16,0,790672
50,65578,18,0,1180404
53,56877,4,0,227508
32,24532,2,1,49064
51,50178,15,0,752670
42,91928,17,0,1562776
19,60059,13,0,780767
58,101002,6,0,606012
34,32897,14,0,460558
43,21062,4,1,84248
47,80105,14,0,1121470
39,32601,19,0,619419
57,90114,14,0,1261596
51,93389,0,0,0
25,88171,6,0,529026
53,47554,5,0,237770
26,47528,11,0,522808
59,97309,0,0,0
27,65818,6,0,394908
33,112331,2,0,224662
30,28304,9,0,254736
29,27247,2,1,54494
50,21845,8,0,174760
31,86236,7,0,603652
34,114727,16,0,1835632
32,78649,10,0,786490
41,67519,14,0,945266
41,36497,10,0,364970
43,81532,13,0,1059916
33,32127,19,0,610413
49,20566,10,0,205660
26,46205,2,1,92410
58,115316,6,0,691896
36,104232,7,0,729624
38,102788,9,0,925092
39,89918,1,0,89918
50,83746,4,0,334984
28,91196,14,0,1276744
41,107122,1,0,107122
32,100466,2,0,200932
43,85717,5,0,428585
58,98610,4,0,394440
22,65387,19,0,1242353
59,54879,1,0,54879
37,91922,11,0,1011142
21,62223,15,0,933345
42,36462,4,1,145848
19,41867,12,0,502404
59,50510,5,0,252550
59,22265,1,1,22265
34,21312,3,1,63936
34,32405,0,1,0
28,53835,0,0,0
49,61930,14,0,867020
19,71678,8,0,573424
53,111991,2,0,223982
45,98691,14,0,1381674
37,104007,15,0,1560105
27,59193,10,0,591930
44,89769,4,0,359076
38,88845,16,0,1421520
51,56201,5,0,281005
38,90398,2,0,180796
58,39786,11,0,437646
48,91018,2,0,182036
28,32987,12,0,395844
58,74796,10,0,747960
25,119757,4,0,479028
21,84297,12,0,1011564
47,62209,16,0,995344
36,31783,0,1,0
28,29482,0,1,0
48,31415,0,1,0
50,66051,13,0,858663
53,33460,6,0,200760
35,55198,13,0,717574
25,27840,18,0,501120
50,30624,5,0,153120
25,45886,8,0,367088
36,36964,11,0,406604
21,26821,3,1,80463
31,28529,8,0,228232
23,23976,3,1,71928
22,96079,2,0,192158
44,88398,1,0,88398
45,118829,15,0,1782435
38,39306,8,0,314448
58,64324,0,0,0
57,62159,2,0,124318
28,27623,19,0,524837
31,31847,12,0,382164
57,46497,14,0,650958
20,26543,10,0,265430
35,74898,5,0,374490
23,116826,15,0,1752390
26,27974,10,0,279740
39,105602,18,0,1900836
35,89603,2,0,179206
34,36653,15,0,549795
20,39527,3,1,118581
58,36709,15,0,550635
40,83806,6,0,502836
59,80776,6,0,484656
28,51910,9,0,467190
35,58537,16,0,936592
46,106422,11,0,1170642
47,37417,19,0,710923
35,59136,16,0,946176
26,44248,9,0,398232
29,73177,9,0,658593
32,77725,5,0,388625
42,20892,14,0,292488
36,76614,3,0,229842
44,44004,3,1,132012
39,91006,9,0,819054
30,68878,10,0,688780
25,94828,8,0,758624
25,69230,19,0,1315370
36,46061,1,1,46061
18,45614,17,0,775438
33,74542,3,0,223626
25,64692,9,0,582228
42,43499,13,0,565487
33,42332,7,0,296324
41,59283,11,0,652113
55,49065,13,0,637845
22,97035,6,0,582210
21,39570,6,0,237420
24,62231,17,0,1057927
23,108613,1,0,108613
45,35046,15,0,525690
35,52254,15,0,783810
44,58580,3,0,175740
20,57393,7,0,401751
22,69067,19,0,1312273
58,65470,2,0,130940
54,80124,10,0,801240
20,29665,1,1,29665
31,55690,16,0,891040
43,58739,0,0,0
28,108508,0,0,0
51,86168,6,0,517008
31,86231,4,0,344924
39,28893,0,1,0
34,95208,9,0,856872
28,35720,8,0,285760
57,28479,4,1,113916
38,25961,11,0,285571
36,27208,14,0,380912
22,42514,6,0,255084
50,73579,12,0,882948
27,118151,10,0,1181510
57,71740,1,0,71740
21,62934,2,0,125868
35,29169,14,0,408366
56,96728,14,0,1354192
47,110170,4,0,440680
33,75788,3,0,227364
56,115822,19,0,2200618
52,53210,12,0,638520
30,95133,18,0,1712394
18,109362,8,0,874896
49,86867,16,0,1389872
29,41581,3,1,124743
30,32016,13,0,416208
52,97004,3,0,291012
48,100197,6,0,601182
18,108885,12,0,1306620
49,46658,6,0,279948
36,91063,2,0,182126
34,108396,14,0,1517544
33,74349,17,0,1263933
47,118727,16,0,1899632
57,71625,1,0,71625
24,21038,5,0,105190
27,62420,0,0,0
23,67531,14,0,945434
24,89261,1,0,89261
57,43990,5,0,219950
56,55320,0,0,0
45,70340,5,0,351700
41,62624,2,0,125248
33,47659,6,0,285954
44,85384,7,0,597688
38,82102,10,0,821020
51,101055,8,0,808440
21,108902,7,0,762314
25,28942,2,1,57884
22,82714,17,0,1406138
21,74149,9,0,667341
46,69604,7,0,487228
40,66972,4,0,267888
24,87125,7,0,609875
56,68300,8,0,546400
54,51123,19,0,971337
49,94729,6,0,568374
24,114258,13,0,1485354
56,100023,16,0,1600368
38,86455,1,0,86455
56,49659,17,0,844203
23,29014,1,1,29014
21,98567,3,0,295701
35,33198,6,0,199188
58,94008,17,0,1598136
54,39279,12,0,471348
25,42558,17,0,723486
31,44908,8,0,359264
46,36771,0,1,0
18,75093,14,0,1051302
57,46795,18,0,842310
26,24528,8,0,196224
20,48874,13,0,635362
33,118259,10,0,1182590
26,77029,3,0,231087
45,60392,4,0,241568
55,37141,2,1,74282
50,66951,7,0,468657
18,76221,3,0,228663
21,64469,17,0,1095973
38,52355,11,0,575905
20,25618,19,0,486742
34,119302,11,0,1312322
29,89083,19,0,1692577
57,49590,4,1,198360
58,90990,15,0,1364850
52,65133,14,0,911862
34,69449,4,0,277796
51,52376,2,0,104752
23,75400,19,0,1432600
21,22852,4,1,91408
31,20418,6,0,122508
47,30865,0,1,0
56,96924,0,0,0
48,94279,13,0,1225627
25,25423,0,1,0
58,67099,8,0,536792
28,73687,6,0,442122
35,118238,5,0,591190
29,70214,16,0,1123424
38,109555,6,0,657330
49,78176,10,0,781760
41,101365,4,0,405460
36,105970,8,0,847760
43,73490,4,0,293960
24,93599,13,0,1216787
18,58705,2,0,117410
22,90580,18,0,1630440
32,109184,6,0,655104
59,76012,3,0,228036
34,23689,9,0,213201
33,59231,6,0,355386
47,94708,4,0,378832
20,77298,7,0,541086
24,99689,6,0,598134
47,22370,8,0,178960
39,64880,18,0,1167840
27,91180,7,0,638260
59,69946,0,0,0
59,42503,9,0,382527
40,45936,1,1,45936
56,101528,9,0,913752
53,69363,3,0,208089
25,104765,3,0,314295
52,88215,7,0,617505
25,109677,19,0,2083863
55,108357,19,0,2058783
58,116423,4,0,465692
29,24757,5,0,123785
22,30297,1,1,30297
53,53083,8,0,424664
56,72956,7,0,510692
37,66566,0,0,0
47,29524,0,1,0
46,74952,16,0,1199232
30,92659,14,0,1297226
54,105151,19,0,1997869
38,52425,12,0,629100
29,104408,2,0,208816
18,46150,9,0,415350
28,75840,7,0,530880
30,62899,1,0,62899
41,22016,17,0,374272
43,112450,11,0,1236950
22,42316,3,1,126948
20,86073,16,0,1377168
50,112916,4,0,451664
31,96460,18,0,1736280
39,106322,11,0,1169542
52,40043,5,0,200215
29,101124,2,0,202248
31,39454,16,0,631264
30,108170,4,0,432680
45,107679,10,0,1076790
51,55868,8,0,446944
19,115918,5,0,579590
34,27619,4,1,110476
30,116340,6,0,698040
32,99477,5,0,497385
36,29862,12,0,358344
56,105607,6,0,633642
34,22834,14,0,319676
28,65710,15,0,985650
38,60679,8,0,485432
42,25054,8,0,200432
35,97931,12,0,1175172
53,26412,12,0,316944
49,22664,1,1,22664
22,39098,3,1,117294
39,104284,4,0,417136
50,49735,5,0,248675
57,21120,13,0,274560
59,86645,7,0,606515
25,105283,11,0,1158113
54,53772,7,0,376404
40,70288,9,0,632592
41,100554,18,0,1809972
48,41890,10,0,418900
29,44827,0,1,0
52,100951,7,0,706657
52,43607,15,0,654105
55,35130,5,0,175650
55,38998,8,0,311984
47,115590,11,0,1271490
32,105488,14,0,1476832
55,49617,17,0,843489
18,85914,11,0,945054
24,108546,19,0,2062374
32,25368,6,0,152208
34,93447,8,0,747576
41,30864,2,1,61728
51,44425,10,0,444250
45,110663,7,0,774641
40,115554,9,0,1039986
52,54620,0,0,0
25,97788,9,0,880092
19,90618,9,0,815562
52,92766,17,0,1577022
21,95536,2,0,191072
45,45987,7,0,321909
39,38405,16,0,614480
56,74494,10,0,744940
51,63163,1,0,63163
38,29962,9,0,269658
46,63040,3,0,189120
53,25187,2,1,50374
47,72142,7,0,504994
39,30748,2,1,61496
31,58035,17,0,986595
57,116060,16,0,1856960
56,57405,8,0,459240
40,117203,11,0,1289233
24,97495,15,0,1462425
52,51302,14,0,718228
34,109772,13,0,1427036
56,29402,6,0,176412
44,63294,0,0,0
45,66571,1,0,66571
29,119780,0,0,0
51,85856,4,0,343424
25,56934,16,0,910944
53,36604,3,1,109812
35,31133,17,0,529261
56,27155,18,0,488790
35,101472,18,0,1826496
26,74558,8,0,596464
36,41547,14,0,581658
47,34198,6,0,205188
53,103677,1,0,103677
48,20148,10,0,201480
49,90196,7,0,631372
22,24857,17,0,422569
40,111654,13,0,1451502
44,62439,10,0,624390
41,50598,1,0,50598
35,75174,8,0,601392
34,108618,14,0,1520652
21,55156,11,0,606716
30,88805,8,0,710440
56,86923,16,0,1390768
56,90253,2,0,180506
35,119393,17,0,2029681
34,95157,1,0,95157
52,103356,3,0,310068
37,115600,6,0,693600
33,115213,4,0,460852
21,104233,0,0,0
38,65663,9,0,590967
40,103505,2,0,207010
44,104029,3,0,312087
19,108056,8,0,864448
36,115212,19,0,2189028
56,71109,19,0,1351071
51,53902,3,0,161706
39,24290,17,0,412930
42,46965,14,0,657510
23,101721,19,0,1932699
21,51852,17,0,881484
41,30705,15,0,460575
53,104959,10,0,1049590
20,115316,1,0,115316
54,32133,2,1,64266
54,106895,18,0,1924110
49,59597,0,0,0
38,22524,19,0,427956
31,109374,19,0,2078106
29,20923,14,0,292922
19,48371,3,1,145113
53,26359,12,0,316308
41,48299,7,0,338093
54,107190,4,0,428760
41,54694,19,0,1039186
18,83839,16,0,1341424
54,26126,6,0,156756
18,109776,12,0,1317312
28,50047,15,0,750705
34,27540,7,0,192780
19,58535,9,0,526815
19,96690,5,0,483450
56,42933,18,0,772794
33,116625,14,0,1632750
33,76499,12,0,917988
50,86526,16,0,1384416
53,30583,0,1,0
51,43197,3,1,129591
36,29535,15,0,443025
23,64788,16,0,1036608
29,49408,12,0,592896
32,23488,10,0,234880
30,113552,16,0,1816832
50,112069,17,0,1905173
46,71889,0,0,0
37,118571,14,0,1659994
47,78335,19,0,1488365
36,40295,17,0,685015
59,112460,17,0,1911820
23,63439,1,0,63439
58,57089,12,0,685068
28,61694,15,0,925410
54,74016,2,0,148032
18,39618,11,0,435798
29,91107,6,0,546642
21,53678,13,0,697814
55,79328,16,0,1269248
53,74449,7,0,521143
19,72000,9,0,648000
27,80316,5,0,401580
19,48388,15,0,725820
20,60794,6,0,364764
30,67487,6,0,404922
44,82602,15,0,1239030
49,81760,3,0,245280
44,43638,6,0,261828
27,108401,10,0,1084010
59,39901,11,0,438911
42,84643,9,0,761787
28,87408,11,0,961488
31,107942,9,0,971478
45,106470,15,0,1597050
34,32537,14,0,455518
27,39043,19,0,741817
53,28758,5,0,143790
21,83813,6,0,502878
24,46239,3,1,138717
42,114989,3,0,344967
23,51031,18,0,918558
29,113757,7,0,796299
18,89510,14,0,1253140
57,54456,5,0,272280
52,75108,19,0,1427052
35,112863,5,0,564315
33,90420,8,0,723360
26,36820,14,0,515480
50,74711,6,0,448266
48,71338,16,0,1141408
20,88804,17,0,1509668
19,54944,3,0,164832
59,118014,5,0,590070
57,92872,1,0,92872
24,24270,11,0,266970
57,116861,19,0,2220359
38,95139,5,0,475695
42,76524,12,0,918288
29,119289,7,0,835023
34,69053,4,0,276212
28,68441,6,0,410646
19,117692,5,0,588460
48,113947,7,0,797629
56,91712,11,0,1008832
57,26002,15,0,390030
55,58111,15,0,871665
31,42130,7,0,294910
49,110017,9,0,990153
24,56846,17,0,966382
32,20029,17,0,340493
36,95965,7,0,671755
22,36547,4,1,146188
20,72543,11,0,797973
33,108722,4,0,434888
37,46395,13,0,603135
38,96859,7,0,678013
55,94717,18,0,1704906
57,59433,2,0,118866
58,78572,14,0,1100008
40,20645,9,0,185805
45,91222,10,0,912220
52,77206,5,0,386030
59,99042,4,0,396168
56,48324,2,1,96648
18,101893,2,0,203786
32,47512,3,1,142536
45,49869,3,1,149607
39,113556,7,0,794892
24,84178,11,0,925958
32,56775,18,0,1021950
55,38976,17,0,662592
49,59532,2,0,119064
40,33814,17,0,574838
52,81145,16,0,1298320
49,84276,8,0,674208
48,55049,0,0,0
40,56363,15,0,845445
18,102824,4,0,411296
42,26317,11,0,289487
19,67911,17,0,1154487
25,105204,19,0,1998876
56,85487,3,0,256461
54,108951,0,0,0
30,22250,1,1,22250
31,95885,16,0,1534160
53,119124,6,0,714744
55,43696,1,1,43696
29,83838,16,0,1341408
40,80410,13,0,1045330
23,68274,0,0,0
34,51311,15,0,769665
37,114704,7,0,802928
59,50204,1,0,50204
45,115960,19,0,2203240
28,100449,17,0,1707633
18,29900,14,0,418600
48,107939,13,0,1403207
47,21893,12,0,262716
22,83632,15,0,1254480
47,61537,8,0,492296
54,54272,6,0,325632
25,110438,10,0,1104380
18,80142,10,0,801420
55,80027,4,0,320108
47,53885,10,0,538850
53,101331,4,0,405324
39,80526,4,0,322104
40,53747,18,0,967446
22,108389,6,0,650334
52,46524,12,0,558288
53,44329,8,0,354632
34,45937,7,0,321559
20,52387,2,0,104774
33,31362,13,0,407706
20,29990,8,0,239920
20,100616,11,0,1106776
53,52376,14,0,733264
20,62010,9,0,558090
36,115434,16,0,1846944
43,97623,13,0,1269099
41,61959,1,0,61959
40,45399,5,0,226995
32,22284,5,0,111420
41,88890,0,0,0
20,69633,17,0,1183761
45,38519,3,1,115557
29,119307,11,0,1312377
37,33759,9,0,303831
24,49161,8,0,393288
21,47190,14,0,660660
22,81089,9,0,729801
18,78251,8,0,626008
44,65436,11,0,719796
56,49426,19,0,939094
38,85150,3,0,255450
36,72108,6,0,432648
20,104157,12,0,1249884
23,107862,10,0,1078620
49,43528,19,0,827032
20,48478,17,0,824126
29,112182,15,0,1682730
38,20087,5,0,100435
29,115008,17,0,1955136
38,96051,3,0,288153
51,108263,6,0,649578
45,66324,4,0,265296
20,61328,12,0,735936
22,92442,13,0,1201746
22,89435,2,0,178870
18,39287,7,0,275009
47,86632,8,0,693056
22,35805,4,1,143220
40,60833,5,0,304165
47,41205,0,1,0
54,54284,3,0,162852
30,78866,14,0,1104124
44,74984,12,0,899808
20,93801,8,0,750408
24,24104,11,0,265144
54,117190,19,0,2226610
18,45024,13,0,585312
18,25990,6,0,155940
57,50663,6,0,303978
30,27702,11,0,304722
21,114178,5,0,570890
25,93639,11,0,1030029
27,37749,11,0,415239
39,57790,9,0,520110
38,78026,11,0,858286
54,30169,8,0,241352
59,45544,15,0,683160
38,47962,9,0,431658
49,57792,17,0,982464
58,115402,16,0,1846432
46,110873,8,0,886984
31,75472,9,0,679248
24,109058,3,0,327174
25,105200,9,0,946800
46,65846,6,0,395076
47,41869,19,0,795511
59,55063,6,0,330378
21,60012,15,0,900180
23,58365,12,0,700380
44,44788,0,1,0
24,34156,13,0,444028
27,79191,16,0,1267056
47,106497,16,0,1703952
28,105878,4,0,423512
46,116531,4,0,466124
56,88189,14,0,1234646
36,93679,5,0,468395
23,38573,15,0,578595
59,101995,16,0,1631920
22,56048,10,0,560480
38,101406,16,0,1622496
57,70380,0,0,0
30,81033,7,0,567231
46,20912,8,0,167296
19,111408,14,0,1559712
55,59154,0,0,0
31,20309,4,1,81236
46,106947,4,0,427788
27,118088,1,0,118088
23,104933,6,0,629598
19,59558,18,0,1072044
18,35999,16,0,575984
56,41545,3,1,124635
40,89735,17,0,1525495
28,73912,8,0,591296
30,47313,0,1,0
20,86237,8,0,689896
57,53064,2,0,106128
36,20774,12,0,249288
18,88878,18,0,1599804
19,30042,12,0,360504
19,62521,12,0,750252
45,41489,8,0,331912
51,44414,0,1,0
48,73078,14,0,1023092
24,31270,3,1,93810
46,69736,8,0,557888
21,95390,12,0,1144680
35,22297,9,0,200673
23,108961,0,0,0
32,59557,7,0,416899
41,55614,19,0,1056666
34,88298,18,0,1589364
21,79870,13,0,1038310
47,91790,6,0,550740
52,118257,3,0,354771
44,97512,8,0,780096
31,67611,2,0,135222
33,46191,10,0,461910
41,24074,8,0,192592
53,37906,18,0,682308
59,31949,19,0,607031
41,91772,18,0,1651896
57,49593,12,0,595116
39,26090,4,1,104360
34,93529,1,0,93529
21,110588,4,0,442352
26,42600,7,0,298200
54,33770,10,0,337700
51,45520,2,1,91040
27,41576,18,0,748368
18,84698,8,0,677584
43,65531,4,0,262124
34,94582,14,0,1324148
57,105332,11,0,1158652
52,58938,12,0,707256
51,22874,0,1,0
43,29916,9,0,269244
52,31376,9,0,282384
27,44796,11,0,492756
41,113624,14,0,1590736
25,48510,12,0,582120
24,68928,14,0,964992
24,25675,17,0,436475
33,79889,6,0,479334
58,35079,16,0,561264
46,40280,2,1,80560
54,91347,10,0,913470
39,99090,12,0,1189080
37,33215,14,0,465010
19,46759,15,0,701385
24,42764,3,1,128292
30,58265,13,0,757445
42,80290,2,0,160580
25,69133,1,0,69133
29,90969,7,0,636783
47,79769,9,0,717921
49,26762,14,0,374668
25,88745,13,0,1153685
44,72213,10,0,722130
32,77418,0,0,0
53,27912,14,0,390768
18,34900,16,0,558400
23,91190,12,0,1094280
