age,salary,purchases,churn
59,26361,1,1
27,119689,12,0
53,71164,18,0
27,43955,12,0
44,63272,19,0
28,90218,4,0
24,82707,15,0
45,68081,19,0
52,100346,18,0
22,20156,12,0
29,103068,18,0
42,82046,13,0
54,91048,16,0
44,33869,6,0
33,64092,3,0
47,88886,10,0
25,38439,0,1
21,44560,2,1
51,96685,15,0
36,40718,3,1
32,116649,0,0
51,33267,11,0
37,25162,4,1
49,110803,17,0
50,35830,14,0
24,54881,6,0
32,101728,5,0
43,69752,18,0
46,69560,0,0
27,49993,1,1
38,109502,4,0
39,118316,9,0
56,97210,9,0
58,53289,18,0
51,29743,15,0
58,113489,13,0
44,53714,19,0
32,58609,1,0
20,63690,1,0
33,54805,5,0
42,22518,2,1
40,103933,9,0
25,68154,8,0
36,72532,16,0
28,61398,15,0
24,40399,11,0
58,83321,12,0
31,88564,11,0
55,85022,3,0
36,60589,10,0
48,30019,7,0
49,107442,5,0
41,114772,11,0
18,111893,19,0
41,72476,18,0
35,95948,2,0
23,69137,13,0
37,50585,5,0
28,42147,13,0
29,112283,9,0
49,52179,9,0
56,118948,8,0
36,55839,13,0
34,94363,3,0
37,64515,4,0
36,97794,9,0
42,51706,5,0
33,39954,0,1
53,60493,11,0
46,26529,16,0
30,111671,2,0
44,61181,13,0
35,111455,8,0
33,92326,3,0
47,102031,17,0
42,31214,12,0
26,84407,11,0
19,94798,6,0
55,67254,0,0
29,46723,10,0
51,57028,1,0
18,61272,6,0
25,43538,11,0
33,57535,18,0
34,96916,18,0
28,53155,10,0
57,66302,7,0
38,89743,17,0
48,23198,16,0
38,20633,2,1
40,62684,15,0
21,100858,13,0
25,72195,15,0
21,23833,9,0
59,29894,17,0
33,85192,9,0
23,24886,15,0
59,107186,18,0
40,45720,5,0
53,73643,15,0
49,48920,11,0
30,104185,11,0
23,78161,2,0
58,34271,18,0
43,60267,4,0
20,96341,17,0
59,63078,13,0
22,79067,8,0
49,62060,18,0
27,91693,11,0
23,24592,15,0
46,75930,0,0
27,63176,10,0
55,51011,19,0
39,103888,15,0
18,41064,7,0
26,51776,4,0
49,53595,17,0
55,107377,3,0
58,31378,13,0
35,35638,0,1
50,44454,9,0
21,42393,4,1
42,77491,2,0
28,114869,17,0
54,56626,11,0
43,89355,18,0
30,114574,11,0
34,87548,14,0
24,115601,0,0
20,93935,6,0
30,36167,4,1
27,93927,11,0
52,102777,16,0
35,95012,0,0
44,90329,14,0
30,115812,19,0
34,106687,16,0
26,61476,0,0
19,66262,15,0
26,60782,5,0
47,30434,2,1
35,70769,5,0
57,36341,4,1
56,100008,3,0
36,65250,0,0
26,22978,4,1
36,101337,8,0
28,73534,8,0
53,31404,14,0
56,91299,12,0
44,100713,0,0
47,40420,7,0
19,20606,7,0
23,73956,5,0
52,88760,17,0
21,49122,19,0
29,28712,12,0
24,33035,10,0
19,81169,6,0
31,39915,17,0
27,119586,3,0
54,82144,0,0
50,69459,8,0
38,24600,12,0
27,45695,15,0
52,119896,10,0
32,21789,0,1
39,102573,4,0
34,116464,13,0
18,50528,5,0
43,38690,4,1
36,34327,4,1
24,33363,18,0
55,104695,12,0
35,21549,19,0
37,98317,5,0
25,102758,15,0
41,111125,4,0
37,102305,15,0
35,27993,0,1
53,70918,12,0
19,31776,4,1
59,72984,7,0
55,82021,19,0
18,81245,18,0
24,107406,6,0
43,114635,14,0
56,68129,5,0
34,49054,6,0
23,97472,16,0
21,50835,19,0
47,37417,9,0
30,22909,6,0
37,28966,9,0
49,24460,14,0
20,80563,15,0
18,78021,9,0
23,22968,15,0
41,94391,7,0
49,66101,18,0
59,32326,14,0
21,60890,10,0
58,40585,5,0
57,55009,0,0
43,71507,13,0
36,74722,14,0
47,25947,16,0
23,103431,15,0
41,76973,7,0
26,37850,9,0
55,116977,6,0
51,35651,19,0
34,97098,15,0
29,115055,8,0
19,43911,12,0
39,119770,15,0
35,88992,16,0
28,49373,1,1
59,107330,9,0
35,99058,15,0
38,107314,7,0
55,70293,8,0
26,36237,2,1
48,96633,10,0
19,58996,13,0
20,55172,15,0
52,63126,3,0
51,61648,8,0
53,55014,17,0
29,112367,8,0
20,45456,19,0
58,94710,1,0
23,109189,18,0
35,43670,0,1
55,109888,18,0
20,76809,15,0
44,48184,15,0
42,31082,0,1
26,90813,6,0
22,43754,3,1
32,45829,4,1
27,46271,2,1
28,83744,10,0
24,21703,3,1
56,66468,18,0
34,102335,0,0
27,88301,12,0
41,60376,3,0
30,54983,16,0
43,86434,1,0
18,96107,11,0
34,57340,19,0
38,57841,10,0
30,64665,6,0
45,73727,5,0
21,106880,15,0
31,100199,15,0
35,45351,17,0
52,86082,14,0
41,80449,0,0
27,108107,7,0
33,27826,12,0
19,47450,7,0
53,87722,7,0
55,46329,11,0
54,38204,10,0
57,39877,17,0
44,49365,16,0
51,119445,7,0
20,85468,16,0
48,76337,16,0
26,53083,5,0
25,55764,9,0
58,70691,9,0
21,111390,2,0
29,81862,19,0
35,66617,15,0
52,31212,4,1
43,66192,6,0
51,36575,19,0
50,87839,3,0
58,37857,4,1
40,105209,9,0
52,36219,14,0
36,52040,11,0
53,26353,12,0
20,35951,3,1
21,111723,15,0
23,73106,2,0
26,43489,11,0
39,119042,19,0
24,40800,10,0
23,115760,6,0
38,49934,8,0
46,24222,2,1
59,46243,9,0
40,109944,12,0
35,60304,16,0
57,108955,9,0
25,92665,17,0
38,60124,8,0
49,92316,5,0
51,66246,4,0
38,69564,3,0
21,100357,7,0
25,112851,15,0
29,32845,7,0
54,79948,10,0
50,65869,9,0
44,68694,6,0
26,73977,6,0
26,28340,12,0
35,63125,7,0
58,119944,1,0
40,79039,12,0
43,23241,13,0
24,80136,8,0
42,91024,5,0
58,107484,12,0
40,54516,4,0
29,87674,9,0
28,30442,1,1
42,100929,5,0
28,62090,19,0
25,114222,15,0
39,67768,17,0
18,68125,7,0
35,38780,10,0
30,73273,0,0
55,99769,15,0
42,103384,14,0
23,107450,13,0
20,79994,0,0
59,102323,5,0
59,89422,17,0
21,45567,11,0
22,37229,9,0
39,95209,2,0
44,80781,2,0
33,95354,18,0
40,33327,1,1
44,97775,5,0
47,104094,8,0
48,49404,19,0
43,111916,17,0
49,87942,11,0
54,55797,2,0
31,103219,10,0
42,110623,19,0
50,61135,13,0
37,62594,10,0
57,113934,13,0
20,118359,4,0
52,57368,5,0
23,93706,14,0
24,70380,15,0
48,52117,2,0
53,63386,1,0
28,74892,10,0
31,118220,2,0
21,82881,10,0
53,110676,9,0
24,36092,10,0
53,50506,10,0
52,104070,9,0
45,20780,14,0
49,102072,17,0
59,86874,11,0
39,20861,14,0
34,51756,3,0
26,24430,8,0
31,85782,6,0
33,62792,13,0
18,106927,19,0
18,43106,8,0
28,118542,11,0
38,68753,1,0
53,84219,2,0
31,44289,0,1
37,73539,0,0
59,53691,10,0
36,109904,7,0
56,96395,16,0
50,100405,14,0
42,35463,8,0
43,113767,10,0
56,93948,5,0
43,67917,2,0
54,118235,10,0
27,93354,6,0
26,46002,1,1
44,109663,9,0
20,76896,11,0
54,104905,16,0
32,60881,8,0
44,97768,6,0
57,24937,11,0
21,39420,10,0
37,89629,8,0
29,37223,17,0
26,42355,1,1
43,38754,0,1
33,101375,19,0
36,88440,15,0
35,80208,14,0
35,102762,15,0
36,107324,0,0
33,70629,3,0
38,119794,1,0
40,103655,15,0
41,109174,14,0
55,33503,9,0
47,64956,19,0
27,78061,1,0
22,77872,15,0
18,21044,1,1
45,88828,11,0
20,56932,12,0
50,96720,17,0
28,40893,17,0
24,35538,0,1
42,62581,12,0
47,87445,13,0
51,112478,15,0
28,105218,12,0
53,48277,16,0
33,54744,8,0
56,105375,19,0
39,50011,12,0
40,84588,3,0
47,77682,14,0
58,41865,5,0
18,80326,1,0
51,28093,5,0
45,46213,19,0
24,78306,10,0
25,69638,2,0
38,103998,6,0
46,52662,16,0
51,58299,6,0
45,83295,6,0
22,43296,9,0
25,91287,13,0
54,56144,18,0
30,89850,0,0
58,80032,11,0
52,37817,8,0
28,35404,18,0
42,72032,16,0
27,112277,13,0
22,103689,14,0
21,38575,4,1
46,107625,15,0
31,52523,19,0
19,91397,3,0
32,95417,1,0
24,69560,6,0
45,70696,6,0
25,60403,7,0
53,79683,5,0
53,79332,17,0
39,61143,4,0
50,36113,12,0
39,57740,10,0
18,94206,0,0
34,63608,13,0
46,115916,6,0
30,30047,15,0
49,75426,15,0
51,49138,19,0
44,22177,14,0
38,38449,17,0
47,114560,14,0
36,110096,3,0
45,20435,11,0
54,43159,11,0
51,72158,8,0
34,56484,19,0
47,69779,19,0
50,57141,16,0
56,30465,2,1
25,41188,17,0
25,25568,7,0
19,108911,15,0
25,77348,9,0
25,118779,16,0
57,93373,7,0
42,113267,6,0
49,118403,14,0
39,81815,5,0
50,100139,11,0
21,95654,12,0
58,66364,11,0
52,64854,16,0
32,118979,8,0
45,95385,13,0
45,74741,14,0
47,87020,11,0
42,112815,5,0
49,47129,0,1
22,77122,14,0
40,92166,17,0
56,26653,19,0
18,119891,17,0
23,72759,15,0
53,42171,14,0
29,101691,6,0
35,96564,0,0
49,42418,11,0
34,64031,19,0
21,24232,8,0
41,25803,15,0
23,81556,16,0
40,115702,11,0
28,98202,9,0
48,61923,15,0
44,60877,10,0
22,36651,14,0
57,55428,6,0
29,24506,4,1
49,82922,6,0
20,109456,14,0
44,21348,17,0
27,43386,13,0
23,100276,3,0
23,55215,15,0
53,111389,12,0
47,99682,0,0
49,94516,12,0
55,49039,1,1
57,49099,3,1
21,115786,5,0
32,63679,12,0
41,115166,7,0
31,49094,5,0
27,107005,10,0
52,101940,5,0
18,30405,2,1
20,45855,13,0
28,61865,5,0
32,38909,3,1
37,21492,6,0
36,60087,14,0
20,58492,17,0
26,109604,2,0
23,94790,4,0
56,34732,16,0
33,105740,4,0
38,37556,15,0
59,103900,2,0
45,67008,10,0
28,63456,6,0
46,43893,6,0
29,24523,17,0
42,80483,3,0
38,110191,11,0
35,46705,9,0
31,41800,18,0
19,32958,10,0
19,76457,10,0
37,27832,17,0
34,46285,19,0
38,40532,8,0
47,95322,9,0
47,116548,13,0
49,35149,17,0
49,55720,11,0
22,102412,16,0
43,40233,13,0
54,24535,15,0
18,118546,14,0
52,67015,11,0
18,29860,17,0
51,67100,1,0
31,82388,2,0
48,42195,17,0
39,41216,17,0
40,103754,4,0
26,40590,14,0
37,78624,0,0
56,31068,3,1
19,92655,7,0
18,117815,4,0
31,99556,12,0
43,24631,13,0
53,63655,4,0
38,58317,3,0
34,20605,15,0
32,79117,4,0
45,56222,6,0
48,119556,18,0
47,26122,12,0
33,59258,0,0
56,90186,13,0
31,49112,19,0
54,80957,5,0
26,38622,16,0
18,63064,9,0
24,85679,18,0
27,53566,15,0
56,103251,1,0
26,83720,5,0
23,32524,9,0
56,86145,7,0
34,61980,17,0
22,64344,10,0
45,55986,12,0
59,63037,17,0
59,71627,1,0
21,117069,14,0
35,63068,5,0
35,68777,8,0
29,97656,8,0
24,96314,12,0
27,90810,6,0
54,26994,7,0
39,108826,4,0
57,23189,19,0
59,92139,14,0
47,110110,10,0
51,75147,2,0
40,58883,18,0
30,91728,4,0
42,21689,16,0
56,86055,3,0
25,55851,1,0
36,29004,5,0
44,26756,5,0
37,56632,5,0
39,35418,1,1
37,32216,0,1
58,117407,19,0
34,119221,9,0
53,28211,0,1
49,59118,0,0
48,30224,7,0
18,44634,12,0
20,42873,18,0
38,96475,16,0
52,28846,13,0
39,21655,7,0
47,22616,15,0
19,84204,12,0
51,105829,8,0
19,96282,16,0
35,100168,17,0
33,50054,12,0
42,70909,11,0
40,116979,1,0
31,117360,11,0
40,110820,16,0
56,118650,7,0
19,76946,6,0
35,60129,7,0
51,104426,17,0
49,31384,18,0
48,77150,15,0
46,119513,1,0
46,107679,11,0
20,34379,19,0
54,45487,1,1
44,104974,13,0
26,87897,14,0
36,76297,0,0
49,93076,1,0
27,76406,7,0
41,40368,8,0
48,108215,13,0
29,101131,4,0
46,44467,14,0
24,33647,18,0
30,84637,18,0
21,102982,13,0
57,112077,0,0
34,25007,19,0
38,53610,3,0
33,115786,8,0
23,25062,4,1
57,21548,0,1
37,42970,14,0
35,110036,6,0
43,33442,11,0
54,90618,0,0
47,25515,4,1
54,39873,14,0
39,45689,19,0
35,111732,10,0
45,88969,3,0
48,84754,9,0
39,41450,5,0
39,95482,9,0
22,25952,18,0
41,44730,12,0
59,59414,17,0
49,64619,17,0
21,32071,17,0
33,112313,18,0
38,101761,15,0
21,80532,19,0
52,32371,2,1
47,30696,11,0
21,60680,3,0
45,75696,18,0
26,111375,6,0
39,69919,15,0
46,107059,17,0
18,112471,8,0
47,57995,5,0
31,100882,13,0
46,39072,8,0
50,113685,1,0
50,31288,19,0
38,38962,11,0
26,56773,6,0
52,101582,11,0
48,45718,14,0
45,46979,15,0
23,43083,9,0
57,95448,2,0
38,98707,7,0
36,46110,6,0
29,115815,2,0
30,45984,13,0
51,47325,1,1
59,33572,18,0
39,45276,9,0
37,106983,4,0
49,82608,13,0
45,24739,12,0
27,115658,7,0
33,97792,0,0
29,64085,2,0
46,48571,13,0
55,53630,10,0
39,102375,7,0
57,99518,2,0
21,29135,11,0
49,96445,5,0
48,28591,12,0
18,117341,8,0
36,112423,12,0
27,111371,10,0
55,37476,17,0
34,35054,0,1
38,59990,18,0
24,36725,3,1
39,61372,5,0
48,94193,8,0
22,101780,4,0
33,46730,0,1
26,30013,16,0
42,99052,18,0
52,61250,11,0
53,35758,1,1
25,91876,0,0
28,50178,14,0
37,87890,7,0
24,38225,7,0
24,93189,1,0
26,76976,6,0
37,95724,7,0
21,89546,17,0
19,94008,4,0
22,87071,2,0
57,49682,11,0
43,101357,4,0
43,21999,3,1
39,113739,15,0
40,119807,12,0
25,70047,12,0
26,101810,19,0
21,119638,2,0
32,41946,1,1
51,117214,3,0
38,79415,10,0
27,54165,12,0
48,36597,14,0
21,119295,16,0
56,111461,11,0
50,41283,19,0
19,95182,16,0
31,68694,14,0
49,108882,18,0
30,108970,5,0
50,33532,5,0
39,60917,11,0
35,96124,4,0
42,109477,19,0
40,97825,0,0
35,35165,13,0
24,83908,1,0
35,65607,19,0
33,34162,14,0
40,90111,7,0
56,60277,18,0
46,74337,5,0
39,57542,16,0
29,94797,13,0
20,37011,12,0
48,116980,14,0
22,92446,2,0
49,55202,11,0
27,35742,7,0
43,98004,11,0
38,102432,2,0
28,75288,9,0
59,117774,1,0
21,92802,12,0
25,43546,15,0
20,33206,14,0
35,31123,13,0
53,69941,18,0
36,58285,11,0
28,66449,14,0
18,107475,0,0
25,106220,16,0
57,27147,7,0
42,88001,14,0
55,82979,13,0
44,111322,6,0
52,85278,8,0
59,96135,18,0
48,42907,12,0
42,101220,11,0
52,90986,19,0
21,101768,6,0
42,21929,17,0
59,71912,10,0
30,61555,9,0
21,20960,6,0
57,105232,2,0
54,79260,15,0
53,97313,12,0
37,33376,11,0
23,72214,18,0
39,34586,5,0
22,94902,3,0
22,63959,19,0
37,83304,8,0
33,119574,1,0
49,64387,5,0
30,51387,15,0
19,37345,10,0
19,36871,6,0
34,58545,3,0
18,61478,9,0
47,80712,15,0
50,90441,8,0
59,56628,17,0
45,58657,4,0
22,53013,0,0
40,110643,16,0
29,25765,19,0
26,95038,14,0
25,49784,16,0
57,54969,10,0
20,59779,0,0
42,70988,19,0
58,82299,8,0
38,72194,17,0
36,43790,0,1
38,113906,0,0
38,38359,16,0
32,41213,10,0
45,26350,7,0
22,116611,2,0
57,43279,14,0
46,50384,15,0
37,47609,14,0
37,50407,2,0
57,32336,2,1
43,91895,2,0
48,24428,5,0
47,112952,11,0
39,92413,16,0
57,79179,9,0
25,62541,15,0
32,114856,8,0
38,55501,12,0
43,76449,4,0
52,119222,8,0
36,69363,7,0
30,101388,1,0
27,31832,12,0
48,58505,13,0
27,43955,12,0
37,101470,0,0
58,44919,11,0
27,30396,3,1
19,45076,10,0
48,37478,4,1
26,38792,3,1
55,42567,5,0
18,89633,10,0
26,81320,7,0
37,96113,6,0
21,65598,11,0
37,22374,14,0
19,74366,10,0
28,36180,16,0
41,95976,4,0
58,45738,2,1
32,24476,12,0
38,86597,12,0
55,83546,1,0
43,80119,5,0
46,44773,16,0
55,20832,12,0
32,101818,1,0
25,94833,16,0
55,51304,10,0
24,88627,18,0
57,119186,8,0
39,98173,4,0
46,38443,2,1
32,85087,7,0
38,35871,9,0
36,87986,8,0
25,91337,5,0
50,100415,6,0
26,47051,0,1
48,59309,7,0
22,64718,14,0
27,45613,10,0
32,108572,15,0
20,63504,7,0
47,101969,0,0
32,64679,6,0
35,66062,13,0
51,25396,11,0
45,29480,19,0
33,58440,3,0
57,30546,15,0
45,99457,19,0
54,71099,0,0
54,36154,9,0
33,63099,11,0
51,112199,18,0
29,56639,11,0
39,21306,16,0
21,44517,19,0
37,37018,16,0
25,119018,2,0
19,80122,5,0
52,31263,8,0
42,94061,5,0
50,105345,0,0
56,43710,9,0
41,87392,1,0
54,103331,0,0
45,48175,11,0
56,52775,11,0
36,93654,11,0
26,46920,0,1
41,77472,15,0
19,34002,11,0
41,110499,0,0
58,104600,10,0
32,113317,7,0
34,28097,18,0
34,114644,17,0
43,52012,16,0
18,68289,13,0
37,68577,4,0
27,33439,13,0
31,82455,0,0
57,116875,11,0
25,76550,10,0
58,118722,17,0
32,40829,1,1
49,32263,19,0
30,104844,10,0
48,72481,15,0
18,110462,9,0
20,60322,5,0
23,44546,6,0
23,89992,6,0
29,84670,19,0
24,34508,18,0
47,34206,6,0
27,83857,4,0
32,112774,2,0
59,98377,10,0
23,75476,9,0
49,27495,17,0
56,39896,3,1
38,56447,9,0
41,79450,12,0
27,108822,9,0
48,48673,13,0
41,34587,1,1
48,96076,17,0
55,57582,5,0
30,79833,19,0
23,82072,2,0
20,101570,19,0
53,29846,7,0
41,91589,8,0
43,99558,9,0
28,119890,16,0
51,45913,17,0
56,83699,7,0
56,84155,11,0
42,37032,15,0
43,29167,1,1
29,88820,9,0
19,70505,3,0
48,59625,13,0
33,101862,5,0
39,98070,9,0
51,112208,4,0
24,54065,14,0
53,93825,6,0
48,56591,19,0
26,31375,7,0
50,98720,5,0
48,24966,9,0
52,20156,6,0
20,27616,16,0
19,112134,8,0
46,81220,9,0
36,40973,16,0
25,66477,9,0
51,110047,15,0
37,56233,7,0
54,68320,9,0
45,26461,13,0
38,97164,4,0
58,65118,10,0
23,76731,19,0
56,37403,4,1
19,94708,3,0
47,51299,1,0
45,109847,2,0
30,72540,8,0
51,40618,15,0
42,53681,6,0
37,118228,15,0
20,102572,8,0
34,24371,19,0
27,23817,2,1
25,55700,7,0
54,93490,12,0
53,89107,9,0
57,63164,2,0
31,49430,7,0
46,74057,7,0
52,24198,4,1
48,81303,16,0
25,109266,4,0
46,37908,5,0
19,91210,1,0
56,98293,12,0
34,87117,13,0
51,35958,5,0
57,86836,16,0
52,94632,10,0
40,51813,11,0
55,87535,10,0
40,33246,18,0
33,48013,13,0
28,32038,10,0
52,68981,8,0
46,55470,18,0
54,61428,0,0
21,75666,7,0
19,36473,16,0
48,27931,6,0
19,103219,13,0
30,105025,1,0
31,55578,6,0
54,84624,19,0
27,24349,15,0
58,71368,13,0
30,50117,16,0
59,90986,1,0
56,103077,16,0
50,43282,14,0
25,107226,14,0
57,70264,19,0
36,67241,16,0
27,100723,17,0
39,36424,18,0
29,73447,13,0
47,49319,13,0
31,107823,16,0
56,112651,12,0
40,81938,0,0
26,74065,2,0
18,68436,2,0
18,119678,17,0
34,92178,3,0
48,28961,16,0
34,26581,2,1
37,113928,5,0
38,58389,17,0
44,85029,0,0
31,94276,2,0
48,104601,9,0
46,25607,18,0
18,104672,8,0
55,32798,15,0
40,28594,19,0
25,87348,15,0
49,47068,1,1
26,97809,13,0
26,62483,16,0
54,75598,18,0
52,106405,18,0
53,59962,3,0
24,54989,2,0
53,41298,19,0
43,89680,5,0
51,65573,17,0
30,53828,8,0
20,100308,3,0
59,118748,5,0
33,34736,18,0
48,38207,3,1
44,63946,2,0
54,113359,0,0
38,29182,19,0
56,90432,15,0
31,75045,1,0
47,79529,7,0
57,111543,9,0
38,59605,18,0
42,73416,4,0
32,21449,18,0
54,83935,3,0
45,72252,14,0
47,58357,11,0
23,88768,2,0
22,100466,9,0
19,53828,10,0
49,58506,18,0
48,74666,18,0
38,35652,10,0
37,84228,14,0
20,86719,15,0
33,55180,15,0
35,68352,11,0
36,74032,6,0
30,41714,17,0
40,75683,4,0
55,52694,5,0
58,57023,8,0
52,32804,14,0
37,111783,10,0
19,97874,5,0
54,27759,19,0
27,100898,13,0
35,107281,15,0
20,84749,17,0
52,24487,0,1
51,92737,9,0
18,104317,17,0
23,64505,12,0
45,66072,18,0
40,116594,5,0
56,108212,13,0
59,98779,5,0
55,92566,5,0
45,28908,0,1
42,69294,11,0
58,70719,10,0
56,23855,12,0
34,40618,17,0
53,117945,12,0
53,39032,4,1
58,21935,10,0
57,92728,18,0
47,53613,19,0
57,38446,5,0
58,40660,14,0
32,21201,17,0
22,35239,4,1
44,54469,4,0
46,92004,7,0
36,45728,11,0
20,21686,4,1
54,105779,4,0
58,61599,10,0
21,71872,7,0
55,83909,14,0
45,20695,1,1
19,70287,13,0
22,34339,9,0
41,85078,10,0
36,84673,12,0
36,42885,5,0
55,33622,14,0
25,66130,13,0
27,88878,19,0
58,27497,8,0
29,86885,10,0
36,115825,4,0
47,37325,12,0
27,20065,9,0
21,57811,5,0
46,93685,6,0
38,24159,13,0
56,117680,18,0
29,64978,15,0
27,100529,17,0
39,68396,2,0
29,119935,12,0
52,71740,15,0
44,67395,8,0
27,76519,1,0
35,104052,3,0
45,60540,5,0
28,83159,15,0
42,101392,4,0
21,102521,13,0
43,48341,5,0
51,94060,0,0
54,92961,19,0
33,119433,19,0
24,74968,15,0
20,85863,4,0
41,71586,17,0
41,99708,19,0
59,59656,10,0
19,88873,0,0
33,92852,3,0
28,115971,0,0
44,46977,14,0
55,77583,18,0
39,51500,0,0
51,105087,5,0
29,95348,7,0
37,34838,0,1
36,27025,17,0
34,42049,1,1
22,50521,0,0
22,36392,5,0
30,44866,16,0
50,39601,19,0
57,119786,1,0
56,113529,19,0
39,111601,8,0
22,66330,16,0
59,104648,7,0
46,80122,16,0
55,63022,10,0
33,52216,1,0
55,55272,6,0
24,73926,11,0
18,45360,19,0
48,88386,4,0
50,60234,4,0
25,47701,16,0
42,111458,14,0
55,33862,17,0
24,78399,7,0
18,94235,19,0
29,21513,19,0
39,105806,19,0
42,40453,17,0
28,57224,14,0
58,21048,10,0
42,91395,2,0
31,24639,0,1
57,75554,2,0
23,58149,2,0
44,100437,11,0
32,57286,4,0
29,32350,9,0
21,62591,10,0
36,55241,16,0
24,80302,16,0
42,34111,4,1
22,42554,1,1
31,61224,17,0
48,38201,0,1
19,25855,12,0
45,25112,0,1
21,108715,4,0
48,78106,17,0
31,76983,2,0
25,31040,19,0
50,66250,19,0
39,60924,14,0
22,25303,15,0
46,66034,5,0
33,38533,13,0
24,104262,8,0
44,36910,0,1
25,113300,15,0
26,64817,5,0
27,69044,8,0
28,34323,8,0
48,118125,3,0
22,24233,4,1
36,20198,2,1
56,31201,19,0
38,62858,11,0
30,20317,2,1
54,80975,3,0
43,87860,17,0
43,92845,11,0
47,106484,10,0
28,28320,0,1
27,31607,5,0
34,108462,8,0
25,56358,16,0
53,24054,19,0
52,43911,2,1
56,75995,8,0
42,22429,13,0
18,63966,15,0
48,21074,11,0
38,89245,13,0
59,52122,19,0
53,63806,15,0
28,47315,16,0
25,24142,14,0
26,67108,12,0
54,71747,6,0
30,46330,5,0
34,119719,1,0
32,44554,15,0
19,108366,11,0
41,30816,13,0
27,105428,10,0
23,61132,2,0
25,20894,8,0
43,22986,8,0
19,46983,0,1
49,68268,11,0
59,76557,2,0
29,24838,15,0
24,108603,11,0
32,72864,6,0
33,78720,16,0
59,95387,9,0
32,70584,8,0
32,39792,10,0
55,37323,16,0
42,66643,12,0
53,94779,3,0
49,32075,11,0
43,118541,10,0
44,84137,12,0
46,28902,7,0
36,119599,15,0
25,113919,13,0
44,117292,6,0
43,119909,10,0
28,30093,2,1
31,26886,9,0
25,62591,1,0
49,53426,1,0
28,36771,2,1
24,108827,16,0
23,101394,0,0
48,69518,4,0
32,113124,7,0
42,50433,2,0
27,63244,5,0
41,98638,3,0
32,66248,6,0
52,50091,8,0
31,21255,19,0
43,74083,12,0
31,75464,14,0
45,67551,9,0
38,61928,5,0
43,53006,13,0
23,31823,11,0
46,47672,13,0
58,52321,6,0
40,96409,10,0
39,97618,1,0
31,34151,18,0
47,43116,17,0
26,92830,1,0
54,27461,0,1
39,28891,9,0
50,102308,15,0
32,31166,15,0
42,107675,14,0
22,20459,18,0
25,52487,2,0
33,38515,0,1
38,38686,8,0
51,112421,13,0
33,32842,13,0
48,88079,11,0
36,99792,17,0
35,32181,1,1
18,66869,12,0
45,103195,12,0
31,65139,7,0
44,109648,14,0
42,111675,2,0
43,39509,17,0
40,85706,17,0
26,24302,0,1
19,100609,7,0
33,22431,3,1
42,87911,8,0
36,118687,10,0
44,39224,1,1
30,39827,12,0
57,39532,18,0
39,45384,0,1
55,34557,6,0
54,46862,19,0
24,42095,18,0
26,21222,15,0
47,112068,13,0
38,58873,1,0
28,98681,19,0
42,116541,18,0
18,67592,1,0
35,57654,4,0
53,82340,11,0
57,26231,1,1
24,110160,7,0
24,102912,18,0
48,116914,15,0
33,74884,16,0
31,38562,12,0
55,103287,4,0
22,36317,12,0
51,110903,10,0
50,35968,10,0
48,49831,18,0
33,101895,11,0
48,99716,13,0
56,37524,8,0
52,70079,12,0
36,103087,11,0
47,61620,5,0
58,85439,17,0
27,73145,2,0
34,78995,1,0
29,21500,14,0
42,39611,13,0
27,100622,18,0
30,106519,5,0
52,118920,6,0
37,79886,10,0
32,81105,1,0
46,74119,6,0
32,31785,14,0
19,38536,13,0
19,67209,0,0
46,55849,18,0
53,95952,8,0
55,115097,16,0
56,48494,18,0
51,95792,4,0
26,52305,7,0
38,31935,12,0
34,25612,14,0
28,75024,6,0
58,115827,8,0
50,26361,13,0
30,92035,18,0
52,74236,17,0
39,77866,0,0
56,40224,12,0
55,95741,8,0
52,102166,4,0
40,25203,8,0
55,59278,4,0
25,70545,17,0
25,54012,16,0
54,108996,12,0
45,44022,19,0
23,75645,4,0
30,118520,8,0
44,26977,10,0
42,33300,10,0
47,73743,8,0
44,112681,7,0
59,58103,0,0
57,100358,9,0
38,60149,1,0
34,42135,10,0
19,63949,9,0
34,102421,3,0
41,115093,3,0
54,84327,3,0
26,32092,11,0
18,46260,2,1
23,31003,17,0
32,39061,6,0
40,53882,8,0
26,63080,3,0
21,106495,16,0
23,86642,8,0
35,91074,5,0
31,95425,11,0
25,108317,12,0
49,68752,5,0
25,78106,13,0
32,78934,10,0
46,63693,15,0
29,67086,14,0
32,106885,11,0
53,73268,10,0
33,103952,11,0
54,100319,14,0
39,86706,13,0
33,99470,17,0
22,70336,17,0
41,107397,0,0
18,69072,4,0
35,31499,9,0
30,36416,7,0
25,34405,5,0
51,75815,1,0
37,37342,5,0
40,92671,6,0
25,79451,12,0
19,93314,2,0
25,63168,17,0
25,66686,11,0
42,94591,0,0
47,28239,17,0
54,26726,2,1
38,65916,1,0
28,66418,17,0
19,57295,17,0
56,111562,10,0
23,45060,7,0
45,96674,4,0
43,58816,3,0
20,73953,2,0
32,96579,18,0
46,80383,7,0
27,93536,0,0
22,109976,0,0
57,85856,5,0
24,26206,9,0
51,39699,4,1
36,44869,12,0
34,107255,18,0
18,32131,3,1
21,84189,12,0
33,94632,3,0
54,109890,2,0
28,57226,6,0
31,41507,2,1
32,20390,10,0
22,42577,13,0
44,112021,13,0
35,52380,5,0
40,73539,8,0
